AttemptID,ShipmentID,CourierID,AttemptTime,IsSuccessful,FailureReasonID
8782,8446,1325,2025-06-02,1,
8783,8447,2774,2025-08-30,1,
8784,8448,2777,2025-10-01,1,
8785,8449,1042,2025-06-18,1,
8787,8450,1750,2026-01-05,0,17
8786,8450,1750,2026-01-06,0,4
8788,8451,1379,2025-05-19,1,
8789,8452,524,2025-04-09,1,
8790,8453,1260,2025-04-04,1,
8791,8455,1413,2025-10-11,1,
8792,8457,2195,2025-10-04,1,
8793,8458,1812,2025-10-05,1,
8794,8459,2491,2025-06-30,1,
8795,8460,945,2025-08-11,1,
8796,8461,586,2025-09-22,1,
8797,8463,2111,2025-08-30,1,
8798,8464,1528,2026-01-14,1,
8799,8465,1981,2025-11-26,0,6
8800,8466,2426,2025-04-16,1,
8801,8467,260,2025-09-23,1,
8802,8468,1869,2025-11-08,0,4
8803,8469,110,2025-09-04,1,
8804,8470,2501,2025-12-16,1,
8805,8471,2252,2025-08-31,0,2
8806,8472,229,2026-01-21,1,
8807,8473,1078,2025-11-02,1,
8808,8474,569,2026-02-15,0,4
8809,8475,1034,2026-02-27,1,
8810,8476,281,2025-04-01,1,
8811,8477,2795,2025-12-03,1,
8812,8478,2254,2025-11-04,1,
8813,8479,2876,2025-07-27,1,
8814,8480,875,2025-05-31,1,
8816,8481,1417,2025-08-17,0,1
8815,8481,1417,2025-08-18,0,16
8817,8482,1185,2025-07-02,1,
8818,8483,2918,2025-10-30,1,
8819,8484,253,2025-11-13,1,
8820,8485,1718,2025-09-21,1,
8821,8486,2259,2025-04-25,1,
8822,8488,2465,2026-02-25,1,
8823,8489,1639,2026-02-07,1,
8824,8490,1423,2025-11-28,1,
8825,8491,1869,2025-05-01,1,
8827,8492,761,2025-04-22,0,11
8826,8492,761,2025-04-23,0,3
8828,8493,1106,2026-01-27,0,8
8829,8494,2294,2026-01-29,0,19
8830,8495,917,2026-02-23,1,
8831,8496,2186,2025-10-21,1,
8832,8497,1574,2025-11-30,1,
8833,8498,918,2025-06-23,1,
8835,8499,2028,2025-04-15,0,17
8834,8499,2028,2025-04-16,0,20
8836,8500,215,2025-08-03,1,
8837,8501,216,2025-04-22,1,
8838,8502,163,2025-08-20,1,
8839,8503,792,2025-04-08,1,
8840,8504,385,2025-07-06,1,
8841,8505,2729,2025-10-27,1,
8843,8506,837,2025-04-25,0,1
8842,8506,837,2025-04-26,0,15
8844,8507,2798,2025-11-13,1,
8845,8508,2289,2025-05-12,1,
8846,8509,15,2025-09-07,0,5
8847,8510,1702,2025-11-03,1,
8848,8511,1941,2025-09-02,1,
8849,8512,1306,2025-03-26,1,
8850,8513,1803,2025-06-19,1,
8851,8514,2086,2025-11-29,1,
8852,8515,232,2025-09-10,1,
8853,8516,754,2025-09-24,1,
8854,8517,926,2025-09-04,1,
8855,8518,2556,2025-12-12,1,
8856,8519,2566,2025-11-07,1,
8857,8520,1903,2025-10-25,1,
8858,8521,2594,2025-10-04,1,
8859,8522,1636,2025-08-07,0,2
8860,8523,896,2025-08-26,1,
8861,8524,2674,2025-06-05,1,
8862,8525,1532,2026-01-23,1,
8863,8526,2709,2025-11-05,1,
8864,8527,681,2025-12-09,1,
8865,8528,917,2025-10-19,1,
8867,8529,1099,2025-07-14,0,1
8866,8529,1099,2025-07-15,0,8
8868,8530,798,2026-01-19,1,
8869,8531,2596,2025-03-09,1,
8870,8532,911,2025-11-13,1,
8871,8533,196,2025-12-05,1,
8872,8534,2919,2025-04-08,1,
8873,8535,1416,2025-04-16,1,
8874,8537,1982,2025-10-16,1,
8875,8539,639,2025-11-20,1,
8876,8540,1396,2025-08-07,1,
8877,8541,886,2025-09-04,1,
8879,8542,883,2026-02-21,0,4
8878,8542,883,2026-02-22,0,5
8881,8543,292,2025-03-19,0,14
8880,8543,292,2025-03-20,0,4
8882,8544,411,2026-01-22,1,
8884,8545,1637,2025-03-27,0,8
8883,8545,1637,2025-03-28,0,15
8885,8546,776,2025-09-20,0,1
8886,8548,2620,2025-12-13,1,
8887,8549,1880,2026-03-04,1,
8888,8550,282,2025-10-26,1,
8889,8551,2335,2025-06-08,1,
8890,8552,373,2025-08-12,1,
8892,8553,2742,2025-11-03,0,19
8891,8553,2742,2025-11-04,0,9
8893,8554,1270,2025-07-02,0,5
8894,8555,1072,2025-11-25,1,
8895,8556,2599,2025-04-25,1,
8897,8557,1693,2026-02-23,0,6
8896,8557,1693,2026-02-24,0,19
8898,8558,2423,2025-07-02,1,
8899,8559,2947,2026-01-07,1,
8900,8560,2920,2025-12-28,1,
8901,8561,362,2025-03-05,1,
8902,8562,174,2025-03-25,1,
8903,8563,2427,2025-12-27,1,
8905,8564,24,2025-10-02,0,2
8904,8564,24,2025-10-03,0,14
8907,8565,294,2025-05-13,0,1
8906,8565,294,2025-05-14,0,7
8908,8566,2170,2025-09-14,0,1
8909,8567,353,2025-11-08,1,
8910,8568,2050,2025-10-24,0,6
8911,8569,623,2026-02-09,1,
8912,8570,155,2025-12-10,1,
8913,8571,1965,2026-01-13,0,12
8914,8572,980,2025-08-31,1,
8915,8573,2487,2025-03-24,1,
8916,8574,1312,2025-11-04,1,
8917,8575,455,2025-10-09,1,
8918,8576,904,2025-09-20,1,
8919,8578,2065,2025-03-27,1,
8921,8579,2800,2025-03-11,0,6
8920,8579,2800,2025-03-12,0,19
8923,8580,2390,2025-03-22,0,19
8922,8580,2390,2025-03-23,0,12
8924,8581,1842,2025-05-28,1,
8925,8582,224,2026-01-29,1,
8926,8583,839,2025-12-09,1,
8927,8584,2606,2025-07-11,1,
8929,8585,2156,2025-12-30,0,1
8928,8585,2156,2025-12-31,0,1
8930,8586,1727,2025-04-29,1,
8931,8587,515,2025-08-29,1,
8932,8588,74,2025-12-26,1,
8933,8589,362,2026-01-05,0,19
8934,8590,1602,2025-12-07,1,
8935,8591,2159,2025-04-11,1,
8936,8592,1508,2025-06-20,1,
8937,8593,1721,2025-03-26,1,
8938,8594,2865,2026-02-16,0,10
8940,8595,1920,2025-11-21,0,15
8939,8595,1920,2025-11-22,0,8
8941,8596,1522,2025-12-25,1,
8942,8597,1268,2025-11-23,1,
8943,8599,2264,2026-01-10,1,
8944,8600,2597,2026-02-26,1,
8945,8601,263,2026-02-27,1,
8946,8602,2370,2025-10-04,1,
8947,8603,2893,2025-07-01,1,
8948,8604,2542,2025-09-29,1,
8949,8605,1366,2025-10-06,1,
8950,8606,2628,2025-11-09,1,
8952,8607,2867,2025-11-25,0,3
8951,8607,2867,2025-11-26,0,2
8953,8608,1275,2025-09-19,0,4
8955,8609,2552,2025-04-24,0,4
8954,8609,2552,2025-04-25,0,1
8957,8610,2083,2025-04-05,0,14
8956,8610,2083,2025-04-06,0,3
8959,8611,234,2025-10-21,0,19
8958,8611,234,2025-10-22,0,19
8961,8612,2087,2026-02-18,0,12
8960,8612,2087,2026-02-19,0,7
8962,8613,1475,2025-07-10,1,
8963,8614,1347,2025-06-08,0,18
8964,8615,1483,2025-08-24,1,
8965,8616,684,2025-03-23,1,
8966,8617,2788,2025-10-24,1,
8968,8618,1366,2025-10-15,0,16
8967,8618,1366,2025-10-16,0,4
8969,8619,2814,2026-01-17,0,1
8970,8620,2384,2026-02-28,1,
8971,8621,425,2025-05-29,1,
8972,8622,347,2025-06-17,1,
8973,8623,2766,2025-12-13,1,
8974,8624,2468,2026-03-08,1,
8975,8625,1505,2025-11-04,1,
8976,8626,835,2025-11-11,1,
8977,8627,1570,2026-02-26,1,
8978,8628,584,2025-05-19,1,
8980,8629,1092,2026-01-16,0,4
8979,8629,1092,2026-01-17,0,3
8981,8630,2012,2026-01-23,1,
8982,8631,2223,2025-05-21,1,
8983,8632,2237,2025-06-03,1,
8984,8633,50,2025-05-04,1,
8985,8634,796,2025-07-22,1,
8986,8635,1241,2025-06-22,1,
8988,8636,942,2026-01-22,0,9
8987,8636,942,2026-01-23,0,2
8989,8637,1887,2026-02-05,1,
8990,8638,2068,2025-12-16,1,
8991,8639,2753,2025-09-18,1,
8992,8640,651,2025-11-22,1,
8993,8641,1910,2025-10-22,1,
8994,8642,586,2025-07-04,1,
8995,8643,1782,2025-04-09,1,
8996,8644,560,2025-12-18,1,
8998,8645,1093,2026-01-17,0,1
8997,8645,1093,2026-01-18,0,16
8999,8646,59,2025-05-31,1,
9000,8647,329,2025-04-23,1,
9001,8648,1759,2025-05-11,1,
9002,8649,474,2025-09-23,1,
9003,8650,2777,2026-02-28,1,
9004,8651,1895,2025-06-06,1,
9005,8652,2952,2025-10-26,1,
9007,8653,1399,2026-02-15,0,18
9006,8653,1399,2026-02-16,0,17
9008,8654,1308,2025-03-19,1,
9009,8655,703,2025-08-16,1,
9010,8656,1234,2025-10-06,1,
9011,8657,1319,2025-09-09,1,
9012,8658,1781,2026-01-04,1,
9013,8659,58,2026-01-13,1,
105721,8659,1594,2026-01-13,1,
9014,8660,185,2025-09-18,1,
9015,8661,2699,2026-01-05,1,
9016,8663,1431,2025-06-29,1,
9017,8664,132,2025-04-10,1,
9018,8665,1012,2025-06-21,1,
9019,8666,2478,2025-10-30,1,
9020,8667,862,2025-12-27,1,
9021,8668,2660,2025-05-16,1,
9022,8669,604,2025-09-21,1,
9023,8671,1629,2025-04-30,1,
105686,8671,1777,2025-04-30,1,
9024,8672,676,2025-03-26,0,1
9025,8673,1977,2026-03-02,1,
9026,8674,25,2026-02-08,1,
9027,8675,952,2026-01-02,1,
9028,8676,660,2025-12-10,1,
9029,8677,2326,2025-10-26,1,
9031,8678,2276,2025-08-11,0,5
9030,8678,2276,2025-08-12,0,19
9032,8679,2162,2025-12-12,1,
9033,8680,307,2025-08-17,1,
9034,8681,2928,2025-11-27,1,
9035,8682,532,2025-10-07,1,
9036,8683,1360,2025-08-30,1,
9038,8684,1560,2025-10-06,0,5
9037,8684,1560,2025-10-07,0,4
9039,8685,1738,2026-02-14,0,16
9040,8686,1359,2025-06-19,1,
9042,8687,2849,2025-12-01,0,2
9041,8687,2849,2025-12-02,0,4
9043,8688,2195,2025-04-04,1,
9044,8689,383,2025-11-28,1,
9045,8690,2260,2026-02-01,1,
9046,8691,2017,2025-09-05,1,
9047,8692,2809,2025-07-07,1,
9048,8693,1184,2025-09-13,1,
9049,8694,139,2025-11-20,1,
9050,8695,1838,2025-10-01,1,
9051,8696,668,2025-12-11,1,
9052,8697,1326,2025-08-20,0,3
9053,8698,575,2025-09-16,1,
9054,8699,988,2025-04-21,1,
9055,8700,2671,2025-05-02,1,
9056,8701,2000,2025-04-05,1,
9057,8702,396,2025-08-31,1,
9058,8703,791,2025-04-25,1,
9059,8704,1607,2026-02-18,1,
9060,8705,1282,2026-02-28,1,
9062,8706,2688,2025-03-16,0,2
9061,8706,2688,2025-03-17,0,15
9063,8707,1505,2025-06-30,1,
9064,8708,1675,2026-02-05,1,
9065,8709,2758,2026-01-03,1,
9066,8710,1391,2025-06-25,1,
9068,8711,1880,2025-09-27,0,3
9067,8711,1880,2025-09-28,0,9
9069,8713,136,2025-10-28,1,
9070,8714,651,2025-06-25,1,
9071,8715,64,2025-05-13,1,
9072,8716,67,2025-10-11,1,
9073,8717,1347,2026-03-01,1,
9074,8718,2175,2025-10-23,1,
9075,8719,1797,2026-01-26,1,
9076,8720,1290,2025-10-20,1,
9077,8721,2331,2025-05-02,1,
9078,8722,490,2025-05-17,1,
9079,8723,1518,2025-05-20,1,
9080,8724,2012,2026-02-14,1,
9081,8725,1087,2025-10-11,1,
9082,8726,857,2026-02-19,1,
9083,8727,2908,2025-06-10,1,
9084,8728,1825,2026-01-12,1,
9085,8729,1176,2025-08-05,1,
9086,8730,2386,2025-10-29,1,
9088,8731,1709,2025-07-24,0,14
9087,8731,1709,2025-07-25,0,4
9090,8732,1116,2025-05-26,0,2
9089,8732,1116,2025-05-27,0,6
9091,8733,62,2026-01-17,1,
9092,8734,2105,2025-11-29,1,
9093,8735,2140,2025-12-28,1,
9094,8736,2643,2025-06-18,1,
9095,8737,1263,2025-08-25,1,
9097,8738,2214,2025-09-17,0,8
9096,8738,2214,2025-09-18,0,16
9098,8739,851,2025-12-25,1,
9100,8740,2393,2025-03-30,0,8
9099,8740,2393,2025-03-31,0,4
9101,8742,1133,2026-02-27,1,
9102,8743,2619,2026-01-26,1,
9103,8744,259,2025-12-04,1,
9104,8745,1377,2025-04-27,1,
9105,8746,261,2025-07-02,1,
9106,8747,2969,2025-12-15,1,
9107,8748,2904,2025-07-15,0,17
9108,8749,2302,2025-10-26,1,
9109,8750,26,2025-08-24,1,
9110,8751,968,2025-03-28,1,
9111,8752,1451,2025-09-08,1,
9112,8753,2644,2026-01-22,1,
9113,8754,572,2025-07-16,1,
9114,8755,209,2025-10-24,1,
9115,8756,624,2025-05-17,1,
9116,8757,2736,2025-10-31,1,
9117,8758,68,2025-05-05,1,
9119,8759,2097,2025-12-20,0,3
9118,8759,2097,2025-12-21,0,16
9120,8760,1167,2025-11-11,1,
9121,8761,2014,2025-08-30,0,2
9122,8762,2576,2026-01-07,1,
9123,8763,2038,2025-07-29,1,
9124,8764,2721,2026-02-16,0,11
9125,8765,799,2025-09-11,1,
9126,8766,1928,2025-08-15,1,
9127,8767,198,2025-07-17,1,
9129,8768,233,2025-07-09,0,19
9128,8768,233,2025-07-10,0,1
9130,8769,1649,2025-06-26,1,
9131,8770,561,2026-01-22,1,
9132,8771,1563,2025-08-06,0,2
9133,8772,1910,2026-02-24,1,
9134,8773,1774,2026-01-01,1,
9135,8774,1452,2026-01-06,1,
9136,8775,2285,2025-10-23,1,
9137,8776,2455,2025-09-07,1,
9138,8777,1842,2025-03-27,1,
9140,8778,2335,2025-09-01,0,4
9139,8778,2335,2025-09-02,0,1
9141,8779,1153,2025-10-07,1,
9142,8780,2799,2025-11-21,1,
9144,8781,2849,2026-01-16,0,11
9143,8781,2849,2026-01-17,0,19
9145,8782,1549,2025-08-25,1,
9146,8783,2851,2025-10-29,1,
9147,8784,1139,2025-03-13,1,
9148,8785,1515,2026-02-08,1,
9149,8786,22,2025-12-20,1,
9151,8787,563,2025-10-16,0,1
9150,8787,563,2025-10-17,0,6
9152,8788,1117,2025-12-17,1,
9153,8789,2435,2025-12-23,1,
9154,8790,1551,2025-07-29,1,
9156,8791,208,2026-01-15,0,1
9155,8791,208,2026-01-16,0,9
9157,8792,2713,2026-01-31,1,
9158,8793,851,2026-02-26,0,5
105063,8793,1385,2026-02-28,0,18
9159,8794,379,2026-02-25,1,
9160,8795,462,2025-10-31,1,
9162,8796,1018,2025-07-26,0,9
9161,8796,1018,2025-07-27,0,4
9163,8797,2439,2025-04-27,1,
9164,8798,2341,2025-06-07,1,
9165,8799,756,2025-08-19,1,
9166,8800,2464,2025-12-08,1,
9167,8801,333,2025-11-15,0,17
9168,8802,462,2025-03-30,1,
9169,8803,2485,2026-01-09,1,
9171,8804,2343,2026-02-07,0,8
9170,8804,2343,2026-02-08,0,1
9172,8805,1071,2025-03-01,1,
105182,8805,769,2025-03-01,1,
9173,8806,2492,2025-03-21,1,
9174,8807,2417,2025-07-04,0,4
9175,8808,2397,2025-06-20,0,8
9177,8809,2947,2025-11-23,0,4
9176,8809,2947,2025-11-24,0,10
9178,8810,365,2025-06-14,1,
105492,8810,902,2025-06-14,1,
9179,8811,587,2026-01-06,1,
9180,8812,1244,2025-06-21,1,
9181,8813,544,2025-03-27,1,
9182,8814,1658,2025-05-01,1,
9183,8815,2656,2025-05-10,1,
9184,8816,2620,2025-08-23,1,
9185,8817,497,2025-09-05,1,
9186,8818,644,2025-05-21,1,
9187,8820,1033,2025-05-28,1,
9188,8821,1989,2025-10-30,0,3
9189,8822,2446,2025-11-21,1,
9190,8823,1874,2026-01-24,1,
9191,8824,1567,2025-09-17,1,
9192,8825,862,2025-03-25,1,
9194,8826,1822,2025-06-17,0,19
9193,8826,1822,2025-06-18,0,4
9195,8827,2259,2025-11-15,1,
9196,8828,2663,2025-07-17,1,
9197,8829,38,2025-05-12,1,
9198,8830,2438,2025-05-09,1,
9199,8831,1740,2026-01-05,1,
9200,8832,122,2025-06-17,1,
9201,8833,837,2026-01-23,1,
9202,8835,378,2025-08-11,1,
105050,8835,96,2025-08-11,1,
9203,8836,1703,2025-11-12,1,
9204,8837,1722,2025-06-11,1,
9205,8838,1844,2025-10-15,1,
9206,8839,1219,2026-01-21,1,
9207,8840,590,2026-01-09,1,
9208,8841,2574,2025-11-23,1,
9209,8842,171,2025-05-08,1,
9210,8844,1140,2025-09-14,0,2
9211,8845,835,2025-04-25,1,
9212,8846,421,2025-10-05,1,
105029,8846,649,2025-10-05,1,
9214,8847,2573,2025-09-06,0,2
9213,8847,2573,2025-09-07,0,4
9215,8848,1617,2025-12-28,1,
9216,8849,1869,2025-04-13,0,3
9217,8850,2594,2025-09-06,1,
9218,8851,1497,2026-02-09,1,
9219,8852,1876,2025-03-06,1,
9220,8853,1538,2025-11-07,1,
9221,8854,427,2025-04-25,1,
9222,8855,2870,2025-05-25,1,
9223,8856,226,2025-05-30,1,
9224,8857,377,2025-09-05,1,
9225,8858,1307,2025-03-28,1,
9226,8859,2321,2025-06-14,1,
9228,8860,1834,2026-01-19,0,8
9227,8860,1834,2026-01-20,0,9
9229,8861,1302,2026-02-12,1,
9230,8862,2161,2025-08-07,1,
9232,8863,2985,2025-08-17,0,15
9231,8863,2985,2025-08-18,0,7
9233,8864,1633,2026-01-19,1,
9235,8865,1151,2025-10-21,0,6
9234,8865,1151,2025-10-22,0,20
9236,8866,1944,2025-06-13,1,
9237,8867,1421,2025-03-17,1,
9238,8868,2182,2025-08-14,1,
9239,8869,1129,2025-04-08,1,
9240,8870,440,2025-03-28,1,
9241,8871,532,2025-05-30,1,
9242,8872,1410,2026-01-06,1,
9243,8873,967,2025-08-14,1,
9244,8874,797,2026-01-06,1,
9245,8875,76,2025-12-27,1,
9246,8876,2591,2025-03-23,1,
9247,8877,314,2026-02-05,1,
9248,8878,692,2026-01-29,1,
9249,8879,1753,2025-04-20,1,
9251,8880,1991,2026-01-26,0,8
9250,8880,1991,2026-01-27,0,6
9252,8881,330,2025-12-23,1,
9253,8882,1672,2026-02-13,1,
9254,8884,1369,2026-01-23,1,
9255,8885,646,2025-06-09,1,
9256,8886,820,2025-09-08,1,
9257,8887,2332,2025-08-29,1,
9258,8888,1388,2026-01-20,1,
9259,8889,606,2026-01-27,1,
9260,8890,2203,2025-08-31,0,8
9261,8891,2986,2025-09-13,1,
9262,8892,2429,2025-07-20,1,
9263,8893,2685,2025-07-10,1,
9264,8894,493,2025-05-29,1,
9265,8895,2540,2025-06-20,1,
9266,8896,1421,2025-06-20,1,
9267,8897,522,2026-03-11,1,
9268,8898,2765,2026-02-07,1,
9269,8899,2038,2026-01-27,1,
9270,8900,1396,2025-07-31,1,
9271,8901,671,2025-09-07,1,
9273,8902,868,2026-01-17,0,4
9272,8902,868,2026-01-18,0,12
9274,8903,2000,2025-04-06,1,
9276,8904,1473,2025-08-24,0,18
9275,8904,1473,2025-08-25,0,3
9278,8905,2760,2025-08-29,0,2
9277,8905,2760,2025-08-30,0,2
9279,8906,341,2025-05-10,1,
9280,8907,1117,2025-06-05,1,
9281,8908,2649,2025-11-30,1,
9282,8909,269,2025-06-24,1,
9283,8910,777,2026-01-26,1,
9284,8911,505,2025-09-12,1,
9285,8912,1388,2025-11-30,1,
9286,8913,1066,2025-03-17,1,
9287,8914,531,2026-01-09,1,
9288,8915,2947,2025-03-17,1,
9290,8916,316,2025-07-20,0,6
9289,8916,316,2025-07-21,0,1
9291,8917,1603,2025-09-04,1,
9293,8918,1390,2025-10-23,0,5
9292,8918,1390,2025-10-24,0,4
9294,8919,3,2025-06-28,1,
9295,8920,2662,2025-10-18,1,
9296,8921,1954,2025-04-14,1,
9297,8922,2198,2025-05-05,1,
9298,8923,1262,2025-05-06,1,
9300,8924,265,2025-05-01,0,11
9299,8924,265,2025-05-02,0,2
9301,8926,290,2025-10-17,1,
9302,8927,280,2025-04-09,1,
9303,8928,1640,2025-12-24,0,1
9304,8929,1271,2025-10-10,1,
9305,8930,2581,2025-09-22,1,
9306,8931,1754,2025-11-25,1,
9307,8932,2708,2025-08-27,1,
9308,8933,1132,2026-01-28,1,
9309,8934,555,2025-07-01,1,
9310,8935,107,2025-10-13,1,
9311,8936,1585,2026-01-03,1,
9312,8937,2728,2025-04-07,0,16
9313,8938,1979,2025-06-09,1,
9314,8939,1467,2025-12-22,1,
9316,8940,1535,2025-10-14,0,1
9315,8940,1535,2025-10-15,0,4
9317,8941,1217,2025-06-17,1,
9318,8942,2878,2025-05-21,0,19
9319,8943,37,2025-12-20,1,
9320,8944,197,2025-10-09,1,
9321,8945,2353,2025-07-06,1,
9322,8946,745,2025-06-01,1,
9323,8947,1713,2025-06-19,1,
9324,8948,2180,2025-06-24,1,
9325,8949,2634,2025-12-08,1,
9326,8950,840,2025-07-19,1,
9327,8951,544,2025-09-14,1,
9328,8952,2546,2025-08-21,1,
9329,8953,2101,2025-10-17,1,
9330,8954,60,2025-08-28,1,
9331,8955,475,2026-02-02,1,
9332,8956,245,2025-11-23,1,
9333,8957,1222,2025-06-13,1,
9334,8958,1630,2025-08-08,0,1
9335,8959,2449,2025-10-09,1,
9336,8960,1511,2025-10-11,1,
9337,8961,1844,2026-01-09,1,
9338,8962,63,2026-01-05,1,
9339,8963,173,2025-03-25,1,
9340,8964,1565,2025-06-02,1,
9341,8965,1465,2026-02-22,1,
9342,8966,2413,2025-04-08,1,
9343,8967,1098,2025-06-23,1,
9344,8968,2434,2025-06-30,1,
9345,8969,61,2026-02-28,1,
9346,8970,1116,2026-01-25,1,
9347,8971,1688,2025-05-15,1,
9348,8972,2154,2025-11-07,1,
9349,8973,178,2025-08-24,1,
9350,8974,2780,2026-02-12,1,
9351,8975,1971,2025-05-17,1,
9352,8976,2599,2025-12-31,1,
9353,8977,1644,2025-10-28,1,
9355,8979,186,2025-03-28,0,3
9354,8979,186,2025-03-29,0,2
9356,8980,1930,2025-07-09,0,4
9357,8981,2473,2025-11-14,1,
9358,8982,2384,2025-10-07,1,
9359,8983,2398,2026-02-27,1,
9360,8984,1227,2026-01-08,1,
9362,8985,2229,2025-06-03,0,19
9361,8985,2229,2025-06-04,0,2
9363,8986,1246,2025-07-22,1,
9364,8987,92,2025-09-02,1,
9365,8988,1800,2025-04-02,1,
9366,8989,1172,2025-12-16,1,
9367,8990,842,2025-04-19,0,2
9368,8991,1064,2025-12-30,1,
9369,8992,1588,2026-02-15,1,
9370,8993,325,2025-10-26,1,
9371,8994,2109,2025-10-03,1,
9372,8995,2499,2026-01-23,1,
9374,8996,2499,2025-04-21,0,2
9373,8996,2499,2025-04-22,0,7
9376,8997,1154,2026-01-26,0,4
9375,8997,1154,2026-01-27,0,19
9378,8998,2646,2025-12-22,0,10
9377,8998,2646,2025-12-23,0,14
9379,8999,1750,2025-07-09,1,
9380,9000,561,2025-06-29,1,
9381,9002,1424,2025-05-27,1,
9382,9003,1306,2025-09-16,1,
9383,9004,1559,2025-05-14,1,
9384,9005,1076,2025-08-06,1,
9385,9006,2096,2025-07-31,1,
9386,9007,55,2025-10-27,0,3
9387,9009,2114,2025-08-13,1,
9388,9010,1985,2025-07-24,1,
9389,9011,1773,2025-07-10,0,16
9390,9012,1082,2025-12-22,1,
9391,9013,663,2025-08-17,1,
9392,9014,1848,2025-07-12,1,
9393,9015,2002,2025-10-28,0,8
9394,9016,2364,2025-08-06,1,
9395,9017,1589,2025-12-15,1,
9396,9018,1741,2025-07-13,0,4
9397,9019,1095,2025-12-17,1,
9398,9021,2130,2025-04-26,1,
9399,9022,2207,2025-12-21,1,
9400,9023,1279,2025-06-09,1,
9402,9024,2496,2026-01-06,0,1
9401,9024,2496,2026-01-07,0,9
9403,9025,1945,2025-10-01,1,
9404,9026,1551,2025-06-08,1,
9405,9027,2795,2025-11-13,1,
9406,9028,805,2025-12-17,1,
9407,9029,2970,2025-06-09,1,
9408,9030,821,2025-12-17,1,
9409,9031,688,2025-07-23,1,
9410,9032,519,2026-01-09,1,
9411,9033,250,2026-01-31,1,
9412,9034,1689,2025-07-09,1,
9413,9035,2869,2025-03-14,1,
9414,9036,794,2025-05-11,1,
9415,9037,47,2025-10-26,0,8
9416,9038,106,2025-09-21,1,
9417,9039,1250,2025-07-15,1,
9418,9040,540,2025-07-15,1,
9419,9041,2803,2025-11-21,1,
9420,9042,2549,2025-07-09,1,
9421,9043,851,2025-11-23,1,
9422,9044,1565,2025-04-05,1,
9423,9045,789,2025-08-19,1,
9425,9046,1938,2025-10-25,0,19
9424,9046,1938,2025-10-26,0,19
9426,9047,201,2025-06-30,1,
9427,9048,170,2025-05-30,1,
9428,9049,1908,2025-04-29,1,
9430,9050,1947,2026-01-15,0,9
9429,9050,1947,2026-01-16,0,3
9431,9052,1238,2026-02-04,1,
9432,9053,2002,2025-05-01,1,
9433,9054,2768,2025-12-13,1,
9434,9055,583,2025-05-18,1,
9435,9056,1966,2025-10-04,1,
9436,9057,2601,2025-09-29,1,
9437,9058,61,2025-09-26,1,
9438,9059,716,2026-01-20,1,
9439,9060,2476,2025-09-13,1,
9440,9061,2367,2026-03-05,1,
9441,9062,2577,2025-10-16,1,
9442,9063,1091,2025-12-11,1,
9443,9064,365,2026-01-30,1,
9444,9065,1807,2025-06-15,1,
9445,9066,2016,2026-02-06,1,
9446,9067,455,2025-03-08,1,
9447,9068,548,2025-04-12,1,
9448,9069,2818,2025-08-03,1,
9449,9070,2160,2025-11-21,1,
9450,9071,1476,2025-10-16,1,
105470,9071,2801,2025-10-16,1,
9452,9072,503,2025-11-27,0,4
9451,9072,503,2025-11-28,0,19
9454,9073,359,2025-07-11,0,1
9453,9073,359,2025-07-12,0,8
9455,9074,2503,2025-05-21,0,9
9456,9075,1570,2025-04-05,1,
9457,9076,2369,2025-05-18,1,
9458,9077,1855,2025-12-12,1,
9460,9078,2966,2026-02-26,0,1
9459,9078,2966,2026-02-27,0,16
9461,9079,1738,2025-05-24,1,
9462,9081,401,2026-01-05,0,1
9463,9082,881,2026-01-15,1,
9464,9083,592,2025-09-17,0,1
9465,9084,2109,2025-12-11,0,2
9466,9085,411,2025-09-01,0,4
9467,9086,1141,2025-06-25,1,
9468,9087,681,2025-05-25,1,
105464,9087,1165,2025-05-25,1,
9469,9088,747,2025-03-11,1,
9470,9089,2213,2025-04-25,1,
9471,9090,384,2026-02-03,1,
9472,9091,617,2025-08-09,1,
9473,9092,1817,2025-06-23,1,
9474,9093,78,2025-04-06,1,
9475,9094,463,2025-11-10,0,1
9476,9095,596,2025-04-22,0,1
9477,9096,337,2025-06-04,1,
9478,9097,249,2026-01-04,1,
9479,9098,799,2025-12-24,1,
9480,9099,2103,2025-09-21,1,
9481,9100,1868,2025-04-09,1,
9483,9101,2424,2026-02-15,0,3
9482,9101,2424,2026-02-16,0,7
9484,9102,2119,2025-10-17,1,
9485,9103,436,2025-12-22,1,
9486,9104,1861,2025-09-02,1,
9487,9105,517,2025-12-31,1,
9488,9107,1806,2025-03-26,1,
9489,9108,1799,2026-02-19,1,
9490,9109,2991,2025-03-27,1,
9491,9110,2735,2025-12-18,0,19
9492,9111,945,2025-12-15,1,
9493,9112,1484,2025-06-12,1,
9494,9113,1628,2025-04-30,0,1
9495,9114,2374,2026-01-06,1,
9496,9115,36,2025-07-28,0,6
9498,9116,2231,2025-05-21,0,7
9497,9116,2231,2025-05-22,0,2
9499,9117,1387,2025-05-15,1,
9501,9118,1985,2025-09-18,0,2
9500,9118,1985,2025-09-19,0,4
9502,9119,1692,2025-11-30,1,
9503,9120,446,2025-07-02,1,
9504,9121,205,2025-10-24,1,
9505,9122,1994,2025-06-20,1,
9506,9123,2208,2025-12-28,1,
9507,9124,375,2025-05-14,1,
9508,9125,773,2025-04-29,1,
9509,9126,1116,2025-10-24,1,
